conversation,class
저기요 저 치킨 구입 시켰 는데 치킨 조금 받 아 와 주기도 세요 보 다시피 저 가 발 에 깁스 를 하 고 없 어서 . 저기요 신생아 분 여기 는 신생아 분 병 을 환자 하 는 병원 그러 지 배달 온 것 세팅 해 주 ㄴ다는 호텔 이 아니 예요 아니 환자 가 시키 라 하 면 해야지 . 뭔 말 그러 그렇게 많 아 ... 야 내 가 현재 까지 내 는 중풍 원비 가 니 급료 이 야 몰라 ... 저기 환자 분 는데 환자 분 이 내고 시 는 병 현덕 는 치료 하 시가 고 정당 하 도록 내 야 할 액수 을 내 는 것 지 제 월급 으로서 주 시 는 현상금 이 아니 지 못하 습니까 ? 야 그게 그거 지 병원 이에 환자 가 없 다면 니 네 들 급료 다 못 받 아서 몰라 ? 우리 똑같 은 사람 들 없었 으면 돈 도 못하 벌 고 살 줄거리 에 아 . 그러 진상 손님 말 시키 는 꼬라지 가 말자 부터 영 마음 이에 안 드 네 ... 야 너 ! !!! 뭐 라고 그랬 어서 ! ! 말 시키 는 꼬라지 ? 재중 말 다 했 뇰 ? 하 진짜 말로 하 는 거 재밌 네 그래 너 말로 하 는 꼬라지 내고 가 틀린 말 했 냐 ? 먹 기에 싶 으면 니 놀드 가져다 먹 어야지 뭘 시키 고 그래 는데 애초 에 시키지 을 말 던가 . 참나 더러워서 너 내 놀드 배달 기사 님 에게 부탁 하 고 만이 다 . 이 월과 그냥 안 넘 어서 갈 거 야 는데 다 소문낼 거 야가 . 병원 에 때문 고발 할 거 기에 그렇게 해 보 던가 야 내 가 현재 당장 여기 앞 이에 있 는 손소 독제 니 몸 으로 돌아가 는 수액 에 가열 하 면 너 만일 죽 어 고발 시키 고 소문내 봐 는데 내 가 죽이 ㄴ다는 게 더 빠를 것 야 기다려 곧 죽여 줄게 . 뭐 현재 오 는 치킨 내고 가 맛있 게 씹 을 게 . 고마워 그럼 잘 죽 어서 ! 야야 뭐 시키 는 짓 이 야가 ! 야 ! !!!!!!,협박 대화
어 이 남 부총재 ! 네 회장 귀하 ! 무슨 일 그러 십니까 ? 요새 사카이 태도 가 너무 괴로움 에 안 들 어서 네 . ? 어떠하 점 이 마음 이에 안 드십니까 ? 사카이 가 내 딸 똑같 아서 손 잡 아서 을 뿐 인데 다르 사람 들 보 ㄴ다는 앞 에서 손 를 뿌리치 고 무안 를 줘 ? 딸 똑같 은 것 이랑 아들 이랑 은 다르 으리라 생각 합니다 만 는데 실제 딸 앞 오세아니아 도 이러 십니까 ... 뭐 야 ! 캐치 제 말 이 틀린 건 아니 지 못하 습니까 ? 계속 그렇게 나오 면 너 해직 야 ! 그리고 곁 이 많이 어려운 방법 같 은데 내 놀드 너 돈 그 어떤 곳 에서 라도 못하 빌리 게 다 가로막 을 거 야 캐치 . 죄송 합니다 어서 ? 내 구두 이에 얼룩 이 졌 카나 당장 핥 아 씹 으면 용서 해 주기도 는 거 생각 해의 보 고,직장 내 괴롭힘 대화
야 지금 5 오전 이 늦 었잖 아서 일 똑바로 못 해의 ? 죄송 합니다 는데 차 가 밀려서 오자키 시끄럽 고 너 배가 달비 는 없 어서 새끼야 너무 하 신은 거 아닌가요 ? 살짝 적 게 라도 주기도 셔야죠 너 세상 그러 만만 해 보이 뇰 이럴 땐 죄송 합니다 . 라고 하 ㄴ다는 거 야 와 나원 참 어 이 놀드 없 어서 너 ㄴ다는 내 가 그냥 은데 못 보 네 싶 다 배달 업체 이에 너 가 나 제보 폭언 을 했 으리라 문제 제기 를 때때 거 야 해 살펴보 세요 한번 멍청 한두 것 아 소비자 편이 을 잘 들 어서 주 겠 냐 에드 같 은 하등 한두 것 에 말 를 들 어 주 싶 냐 ?,기타 괴롭힘 대화
요즘 너 같 은데 애 들 하나 초가 은 쥐 도 감미 도 모르 게 보낼 수 있 어 는데 그게 무슨 말 그러 야 분명 내 놀드 말 했 을 텐데 이번 일 에서 손등 떼 지 않 다면 너 도 살아남 긴 힘들 거 라고 내고 가 왜 니 말로 을 항상 따를 것 라 생각 하 ㄴ다는 거 지 ? 잊 내 가 호랑이 암컷 를 키웠 네 는데 어쩔 수 없 꼼짝 . 난 분명 징계 했 고 따르 꼼짝 않 은 건 에드 야 . 언제 까 니 밑 에서 내고 의지 를 숨긴 채로 살아갈 순 없 어서 . 나 도 그때 참 지 않 아서 . 그래 그래야지 는데 근데 그렇게 살 가능성 있 는 시간 그러 얼마나 되 려나 ... 곧 숨 이 끊어져도 모를 텐데 . ... ? 고아 인 토비 가 죽 어도 치장 만 시켜 버리 ㄴ다면 니 죽음 의 요인 은 너 와 같이 타 서 없 어서 지 겠 지 는데 니 가 날 죽일 수 있 을 것 같 아 ? 야치 . 내 가 내고 손 으로 직접 시키 긴 너무 귀찮 잖아 ? 요즘 은 항생제 도 잘나 온다더라 는데 지금 니 가 오리진 술 에 뭐 놀드 타 있 을지 아무것 도 모르 는 것 니까,협박 대화
너 혹시 내 물품 쓰 니 ? 그럼 없 어 져 는데 너 물건 쓴 의식적 없 어 . 어찌 소리 야 . 그래 ? 근데 냉장고 이에 사 둔 음료수 때문 자꾸 없 어 꼼짝 는 걸 안 건드렸 다니까 ? 이 곁 에 너 랑 나의 밖에 안 사 ㄴ다는 데 나 아님 에드 잖 아 . 에드 가 먹 고 까먹 었 나 보 꼼짝 왜 나 한테 그래 ? 그럼 너 탁자 에 그 쓰레 긴 뭔데 ? 내 놀드 사 먹 은 것 야 왜 이래 ... 그래 그렇게 시치미 때쯤 봐 . 너 놀드 앞 으로 훔쳐 씹 을 내 음식 따름 아니 라 너 생선 에 도 뭐 놀드 들 어 갈 꼼짝 모르 겠 네 ... ? 지금 음식 이에 독 이 라도 카 겠 다는 거 야가 ? 못 할 방법 도 없 지,협박 대화
시끄러워서 찾아왔 는데 가짜 말 로 하 ㄴ다면 안 듣 네 들어맞 아야 하나 ? 변덕 하 고 있 는데요 조심 하 는 데는 소리 가 왜 그렇게 나 몽둥이 로 페더 버리 고 싶 카나 여기 서 나 ㄴ다는 소리 가 아닌가 살펴보 죠 여기 가 어떠하 면 어디 서 나의 죽 고 싶 어서 당신 ? 좀 던 주의 할게요 이 만이 내려가 주 세요 올라가 ? 한 번 만이 더 시끄럽 게 시키 면 불 질러 버릴 거 야 주의 할게요 다음 부터 는 스스로 말 고 유선 으로서 연락 하 세요 ... ? 이거 말 시키 는 거 좀 봐 유선 이 아니 라고 그냥 불 질러 버릴 거 야 네네 변덕 할게요,협박 대화
여기 가 어디 야가 ? 일어났 어 ... 한참 자 길래 깨워야 하나 했 네 는데 넌 누구 야 ... 당장 이거 풀 어서 줘 ! 지금 사안 파악 이 안 이루어지 나 본데 이 펠트 안 보여 ? 과연 이러 는 거 야가 대체 ? 당신 는데 누군데 대체 왜 ... 그건 차차 알 도록 될 거 고 는데 지금 당신 목숨 원망 부터 해야지 . 죄송 . 합니다 . 여생 갈 테 니 짚 어 주 세요 는데 죽 기 는 힘들 은가 보 지 ... 아직 은 안 돼 . 칼 좀 치워 주 세요 제발 는데 그건 너 하 ㄴ다는 거 봐서 . 보류 내 말 부터 부유층 어 .,협박 대화
김 대리 는 엉덩이 를 그렇게 밖에 못하 하 나 ? 카나 . ? 젊 은데 사람 이 머리 꼬라지 하 고 는 는데 . 죄송 합니다 는데 죄송 하 면 으며 야 ? 매번 사죄 만 하 면 ... 해 발전 이 없었 는데 ! ! 과오 죄송 합 . 각기 죄송 ! ! 최 대리 는 할 쪼 아 는 말 그러 그거 밖 에 없었 나 ? . 아니요 . 어휴 자네 자녀 님 은 자네 그러 고 다니 는 것 아 나 ? 는데 시정 하 겠 네요 .,직장 내 괴롭힘 대화
못생긴 새끼 그만 해의 못생긴 새끼 왜 마주칠 때 마다 그래 못생겼 으니까 그만 해 플리트 그냥 죽 어라 많이 하 는 것 때문 없 고 그만 시키 라고 신고 하 적기 전 에 해 살펴보 던지 평소 에 그러 말 말 고 나의 무시 하 고 욕계 하 는 건 뭔데 그냥 너 가 힘들 어,기타 괴롭힘 대화
야야 너 는 저녁 왜 체육 시간 이에 쉬 냐 ? 온몸 이 안 좋 아 . 아 그래 ... 몸 안 좋 다면 집 에 있 꼼짝 왜 학교 나오 뇰 . 아 . 그대 부모 도 참 멍청 하 다 자식 암컷 몸 약해서 계속 챙겨 줘야 하 고 말로 이 너무 . 강하 잖아 맞 잖아 에드 누구 도움 없이 거기 아무것 도 못하 ㄴ다는 거 아니 야 ... 그건 . 너 뭐 불효 야 평생 는데 아,기타 괴롭힘 대화
그 사진 이랑 동영상 지워요 오빠 내 놀드 왜 ? 너 놀드 먼저 우리 과 사우스캐롤라이 들 한테 내 속설 퍼뜨렸 잖아 . 벌써 끝난 관계 인데 구질구질 하 게 . 그건 그거 고 이건 선과 을 넘 었잖 은데요 . 싸이코 패스 마냥 선 넘 은 건과 너 야 . 옆 으로 내 가 시키 란 대로 안 시키 면 이 영상 으며 뿌릴 거 야 는데 오빠 가 과연 그럴 수 있 을까요 ... 무슨 소리 야 ... 너 또 무슨 월과 꾸미 고 있 ㄴ다는 거 야 ? 내고 가 얼마나 독한 젊은이 인지 오빠 는 모를 거 예요 . 내고 가 무슨 짓 까 할 수 있 ㄴ다는 지 알 아요 ... 너 설마 . 언니 가 뻔뻔 하 도록 만나 고 있 ㄴ다는 그 사람 . 그녀 사람 반반 한 머리카락 못 들 게 망가뜨릴 거 예요 . 찌르 기 라도 하 싶 다는 소리 야 ... 기대 해도 좋 은데요 . 닿 기 만이 해도 얼굴 이 끓 아 버리 는 고체 를 부 어 버릴 테 니까 .,협박 대화
김비 서 지금 혹시 차 돌려서 돌아와 저 가 왜 그래야 시키 죠 ? ! 에드 그거 퍼뜨리 는 장면 여기 있 는 젊은이 다 죽 어 에드 는 무사 할 것 같 아 ? 그때 그런 협박 은 제 한테 안 통합니다 현재 너희 가족 외국 으로서 빼돌렸 다고 안심 시키 고 있 나 본데 이미 소재 파악 겨드랑이 났 어 ! 캐치 니 가 뭔데 그대 가족 을 건드린다 기에 협박 이 야 미친 놈 아 ! 캐치 그러 길래 잘 판단 하 고 행동 를 해야지 . 내 놀드 이 자리 까지 굳이 올라온 줄 알 아서 ? 너희 가족 사체 도 못 찾 도록 토막내 서 물고기 스폰지 으러 사용 할 쪼 알 아 ! !! 내 가족 손 겨드랑이 하나 건들 기 만이 해 봐 ! 캐치 나 도 가만히 못가 있 어 ! 캐치 니 가 ? 그냥 안 있 으면 어쩔 건데 ? 지금 그대 가족 들 이 없 는 마닐라 에 테러리스트 보냈 으니까 1 분간 내 로 돌아와서 허리 꿇 어 내 친지 죽 으면 니 친지 도 다 죽 ㄴ다는 거 야 ! !!,협박 대화
오늘 돈 안 들어왔 던데 뭐 하 자는 거 냐 ? 아서 기간 이 너무 촉박 해서 . 지금 욕설 해 ? 똑바로 못가 하 냐 ? 분간 을 좀 더 주기도 세요 니 집안 풍비박산 나 게 하 기에 싶 지 않 다면 당장 돈 가져와 현재 은 돈 이 없었 어요 없 긴 과연 없 어 니 아들 직장 어딘 줄 으며 아 는 데 달려가 ? 아니요 제발 저 가 해결 할게요 토비 가족 들 한테 으며 불 어 버리 적기 전 에 빨리 현상금 내놔 네 빨리 구해 올게요 .,갈취 대화
돈 을 빌려 갔으면 제날짜 에 갚 아야지 짐 뭐 하 자는 거 지 ? 의아 합니다 . 날짜 놀드 된 줄 몰랐 네요 . 하하 그때 연도 못 지키 면 단기 라도 팔 아서 돌려받 겠 다더니 그럼 단기 하나 떼 야 싶 네 제발 시간 를 더 주 십시요 는데 돈 을 받 적기 로 했 는데 못하 받 아서 요 현재 장난 하나 아닙니다 는데 제 가 어찌 욕설 을 하 겠 나요 날짜 를 못 지켰 음 우선 하나 벗기 고 또 못 다스리 면 또 떼 야지 아 진짜 죄송 합니다 . 내일 꼭 돌려받 겠 습니다 . 일주일 만 내일 못 웍스 그때 다 가져가 십시요 . 좋 아 도대체 하루 를 더 주기도 지 . 딱 일주일 더 일 쎄 카나 네 감사 합니다,협박 대화
저기 누구 에 오자키 ? 니 길동 중등 학교 3 반 그러 지 ? 어 들어맞 는데 나 병 가람 친군데 나 몰라 ... 알 아 왜 내고 가 지금 배 놀드 너무 고픈데 돈 조금 빌려줘 돈 없 어서 그리고 내 가 과연 ? 돈 좀 빌려 달 라고 맞 을래 ? 진짜 없 어서,갈취 대화
아니 이 년 그러 어디 서 서방 그러 말 하 는 데는 눈 을 부라려 여보 제발 그만 해요 그대 애 들 겁먹 였 어요 니 가 잘 못 하 니까 제 어린 것 들 때문 나 를 무시 시키 는 거 아니 야가 그런 거 아니 ㄴ가요 무서워서 겁나 서 얼굴 도 못 마주치 ㄴ다는 거 에요 에잇 이놈 의 집구석 다 같 죽 자 제발 오자키 애 들 이 어찌 죄 가 있 는데요 좆같 은 세상 으며 같이 죽 어 삼키 자 진정 해요 그럼 손 에 든 소주병 도 내려놓 고요 이걸로 다 찔러 죽이 기에 나 도 따라갈 것 야 식구 들 보내주 고 따라가 야지 여보 제발,협박 대화
사진 봐 못생겼 으며 이런 댓글 달 꼼짝 마세요 팩 트인 데는 뭐 얼굴 토 나온다 사진 뭐 야 ... 눈 이 너무 얇 아 다 신고 때때 겁니다 무슨 죄 로서 ? 빻 았 으며 진짜 뭐 야 머리카락 메기 닮음 메기 입증,기타 괴롭힘 대화
반도체 핵심 기술 그러 담긴 를 빨리 넘겨 라 안 된다 이걸 넘기 는 것 은데 범죄 다 어서 천천히 를 넘기 라고 캐치 안 된다 우리 대기업 이 10 년 내내 개발 한 기술 그러 란 말 이 으며 빨리 넘기 지 못하 으면 널 죽여 삼키 겠 다 날 죽인다 해도 넘길 수 없었 다 그렇 다면 에드 의 가족 소중 한두 딸 을 죽여 삼키 겠 다 제발 딸아이 만 은 건들이 꼼짝 마 라 후후 아들 은 내 손안 이에 있 다 . 되살리 고 싶 으면 넘겨 라 알 았 으며 . 딸 을 짚 어 준다면 넘기 싶 다,협박 대화
머 해 ? 나의 그것 좀 주라 이서 ? 안 돼 는데 이거 생인 선물 로서 받 은 거 야가 . 야 어차피 몰라 먹 으면 없 어서 지 는 거 같 먹 자고 안 돼 . 생일 선물 그러 잖아 . 좋 은데 말 로 할 때쯤 같이 먹 자 어려운 것 도 아닌데 아물 동생 이랑 먹 를 거 였 단 말로 이 야 . 피터 래 친구 가 던 좋 은 거 아님 ? 잘 먹 를 게 안 돼,협박 대화
너 어디 야 에드 알 바 야 욕설 해 진짜 죽 기에 싶 어 자꾸 전화기 하 시 면 경찰관 에 신고 할 것 예요 신고 해 봐 너 죽 고 나의 죽 는 거 야가 그래 다 같이 사망 자 너 이럴수록 에드 만 손 해야 그러 래나 저래 나 아무래도 죽 는데 너 는데 이 씨 걍 배가 째,협박 대화
나 이거 좀 간청 할 게 네 는데 ? 이거 좀 간청 한다고 이거 제 월과 이 아닌데 . 그니깐 부탁 한다고 . 그래도 직장 상사 끼리 도와주 고 살 아야지 못가 그래 . ? 는데 네 그래 잘 간청 해 .,직장 내 괴롭힘 대화
뭘 봐 못생긴 도록 니 가 더 못하 생겼 어 뭐 란 거 야 얼굴 점토 에 붙 은 아이스크림 같이 생긴 게 아침 상대 해 줄 표정 아니 다 . 금방 해 와 개 예쁘 네 ? 니 놀드 그렇게 말 한다고 내고 가 안 할 것 같 냐 ? 금방 하 라고 표정 짚 어라 . 싸 갖 없네 ? 맞 기에 싶 어서 그러 꼼짝 ? 내 가 금방 하 라고 했잖아 토비 가 그만 하 이라고 하 면 내 놀드 그만 해야 해 ... 많이 컷 네 ... 안 맞 은지 조금 됬 지 ? 는데 아 진짜 . 아서 진짜 ? 야 따라와 오늘 니 제삿날 그러 다,기타 괴롭힘 대화
음 이건 뭔가 ... 아 차장 님 객차 용 방향제 입니다 다정 고 이쁘 고 만이 그렇 죠 ? 남자 친구 가 유명 한두 곳 에서 사 왔 더라구요 그래 ? 남자 친구 가 이런 쉐 잘 아 나 살펴보 네 네 아기자기 한두 것 도 좋 아서 하 고 그럼 궤조 에 붙 은 건과 내 가 가져가 싶 네 네 ? ... 자네 여자 친구 ㄴ다는 이런 거 잘 안다고 하 니까 또 몐 라고 해 이런 것 보 면 우리 아들 생각나 서 말 그러 야 딸 이 괜찮 아 하 겠 어서 아 . 안 될 것 같 은데 는데 여자 친구 한테 ㄴ다는 오 며 가 므로 흘렸 다고 하 ㄴ다면 되 지 안 그런가 ? 세차 하 으나 떨쳤 다든가,갈취 대화
민지 씨 내일 이에 무슨 약속 있 는데요 ? 아니요 없 네요 . 그래요 ? 많이 됐 다 내일 성훈 혹시 급한 일 그러 에요 ? 아니요 는데 그건 아닌데 혹시 어찌 일 이 신가요 ... 내일 내 딸 그러 출국 하 는 데는 배웅 좀 해 주기도 라고 . 네 ... 제 가 요 ... 부장 님 이 아사 면 되 잖아요 는데 난 회사 나가 야가 하 니까 민지 정씨 민지 씨 가 똑같 은 여자 로써 감동 도 좀 해 주기도 고 비유 도 조금 맞춰 주 고 이러 면서 가 요 는데 그래도 이건 아닌 방법 같 습니다 . ... 라고 ? 민지 정씨 이거 기회 야 붙잡 아야지 머 하 ㄴ다는 거 야 회사 오세아니아 기회 주 는 것 흔한 일 아니 야가 . 이건 제 성훈 를 이렇게 쓰 ㄴ다는 건 아닌 것 똑같 습니다 .,직장 내 괴롭힘 대화
또 또 하여튼 지방대 나온 것 들 은데 안 돼 . 의아 합니다 . 이게 이게 생각 이 란 도록 없 어 . 월과 이 따위 로 해올 거 야 ? 의아 합니다 . 내 놀드 그렇게 얘기 했 으며 학벌 이거 무시 시키 면 안 되 ㄴ다는 거 야 . 이봐 일 하 는 것 봐 . 머리 놀드 나쁘 니 이해 을 못 해 . 제 그런데 이거 는 지난번 에 과장 님 그분 . 이봐 이봐 는데 또 핑계 대 ㄴ다는 거 . 이래서 가르치 못 하 는 방법 들 은 뽑 다면 안 된다니까 . 어떠하 과장 님 께서 타 하 라 하 시가 고선 갑자기 말 를 바꾸 시 면 그런데 내 가 잘못 한두 거 다 . 언제 서 이런 모지리 을 데려와서 사람 고생 를 시켜 . 죄송 합니다 .,직장 내 괴롭힘 대화
저기요 네 왜 오자키 돈 이 없 ㄴ다는 데 빌려줘 얼마나 오자키 그냥 지금 있 ㄴ다는 돈 다 저 현상금 이 없 어요 현재 돈 들 고 없 잖아 이건 병원 빌 에요 나 도 핵심적 해 돈 내놔 힘들 어요,갈취 대화
네 ? 진짜 작작 하 고 그만 시키 세요 경찰 에 통지 하 기 전 이에 너 안 그래도 경찰관 에 신 고 때때 거 잖 아 플리트 그냥 살려 두 ㄴ다면 안 되 겠 어서 네 ? 죄송 해요 진짜 죄송 하 길래 그만 안 돼 에드 는 내 가 죽여 버릴 거 야 어떠하 에요 죄송 해요 살려 만 주 세요 에드 내 가 수면제 늄 걸로 의심 하 기에 사람 이 만만 시키 니 ? 살려 만이 주 세요 됐 어서 넌 죽여 버릴 것 야 . 살 아 못 가 게 해의 주 지 .,협박 대화
이번 에 도 는데 내 가 계산 해의 ? 응 나 가방 두 고 왔 카나 너무 하 다 는데 매번 만날 때 씩 내 가 계산 시키 고 너 는 나의 한테 돈 쓰 ㄴ다는 게 아까워 ? 어찌 말 을 그렇게 시키 냐 두 고 왔 다잖아 넌 나 을 . 어떻게 생각 시키 는 거 니 는데 하 진짜 어이없 카나 어 그래 너 에게 돈 쓰 는 것 아까워 내 가 에드 돈 보 고 마주치 지 좋 아서 만났 겠 니 뭐 는데 ? 니 거울 이란 봐 그 얼굴 로서 나 같 은 젊은이 을 만날 수 없 다고 생각 해 ... 하 . ? 약간 좋아해 주 고 마주치 줬 다고 아주 꼼짝 가 진짜 이쁘 기에 잘난 줄 아네 악몽 깨 라 골 빈 게,기타 괴롭힘 대화
씨 . 일 로와 봐 네 ? 어찌 일 이 시 지요 ? 이거 . 살펴보 고서 틀렸 잖아 는데 일 똑바로 안 해의 ? 아 죄송 합니다 . 죄송 하 ㄴ다면 다 야 ? 에드 때문 에 나 까 피해 보 잖아 는데 정말 죄송 합니다 는데 어디 서 저렇 도록 멍청 한 게 굴러 들어와 가지 고 는데 죄송 합니다 . 이래서 대학 도 안 간의 애 는 뽑 다면 안 돼 는 것 야 . 기본 엉덩이 가 없 잖아 는데 기본 머리 가 는데 속 터져 죽 싶 네 죄송 합니다 는데 수정 해 오 싶 습니다 .,직장 내 괴롭힘 대화
